"LINEA","ESTACION","DESDE","ID","prom","X","Y","i.ESTACION","i.LINEA"
"LINEA_H","VENEZUELA","14:45:00",4,20,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","15:00:00",4,22,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","15:15:00",4,23,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","15:30:00",4,24,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","15:45:00",4,22,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","16:00:00",4,26,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","16:15:00",4,26,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","16:30:00",4,25,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","16:45:00",4,22,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","17:00:00",4,28,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","17:15:00",4,27,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","17:30:00",4,27,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
